ID,LGA_ID
2994,155
2995,221
2996,130
2997,56
2998,219
2999,361
3000,362
3001,363
3002,284
3003,50
3004,147
3005,340
3006,141
3007,22
3008,74
3009,13
3010,54
3011,130
3012,237
3013,237
3014,105
3015,125
3016,364
3017,365
3018,366
3019,113
3020,33
3021,89
3022,51
3023,228
3024,367
3025,359
3026,143
3027,218
3028,58
3029,93
3030,219
3031,117
3032,308
3033,298
3034,131
3035,182
3036,75
3037,70
3038,117
3039,42
3040,88
3041,112
3042,204
3043,217
3044,57
3045,143
3046,236
3047,349
3048,58
3049,11
3050,368
3051,369
3052,181
3053,348
3054,11
3055,54
3056,64
3057,116
3058,303
3059,58
3060,27
3061,27
3062,65
3063,370
3064,370
3065,327
3066,183
3067,66
3068,190
3069,154
3070,158
3071,194
3072,194
3073,263
3074,371
3075,183
3076,129
3077,95
3078,95
3079,58
3080,367
3081,158
3082,162
3083,72
3084,45
3085,59
3086,134
3087,155
3088,13
3089,63
3090,1
3091,225
3092,112
3093,112
3094,112
3095,292
3096,83
3097,16
3098,316
3099,100
3100,134
3101,31
3102,54
3103,22
3104,22
3105,106
3106,106
3107,320
3108,372
3109,31
3110,19
3111,56
3112,107
3113,53
3114,264
3115,117
3116,40
3117,150
3118,373
3119,374
3120,56
3121,176
3122,375
3123,3
3124,376
3125,376
3126,81
3127,161
3128,227
3129,51
3130,217
3131,31
3132,252
3133,252
3134,370
3135,377
3136,83
3137,233
3138,378
3139,67
3140,53
3141,53
3142,379
3143,81
3144,105
3145,103
3146,30
3147,380
3148,52
3149,74
3150,75
3151,75
3152,177
3153,115
3154,94
3155,34
3156,368
3157,58
3158,116
3159,262
3160,346
3161,106
3162,121
3163,1
3164,23
3165,24
3166,157
3167,58
3168,56
3169,32
3170,19
3171,155
3172,87
3173,381
3174,41
3175,20
3176,382
3177,12
3178,12
3179,314
3180,314
3181,126
3182,383
3183,67
3184,81
3185,58
3186,111
3187,53
3188,343
3189,167
3190,167
3191,78
3192,79
3193,22
3194,384
3195,27
3196,151
3197,385
3198,276
3199,176
3200,81
3201,81
3202,81
3203,306
3204,56
3205,2
3206,68
3207,125
3208,206
3209,41
3210,24
3211,133
3212,386
3213,115
3214,209
3215,37
3216,387
3217,106
3218,207
3219,120
3220,303
3221,76
3222,106
3223,69
3224,388
3225,345
3226,227
3227,204
3228,389
3229,126
3230,126
3231,140
3232,37
3233,177
3234,206
3235,390
3236,116
3237,278
3238,27
3239,58
3240,126
3241,23
3242,98
3243,295
3244,95
3245,391
3246,53
3247,126
3248,257
3249,66
3250,368
3251,233
3252,158
3253,135
3254,303
3255,158
3256,19
3257,27
3258,18
3259,297
3260,274
3261,392
3262,81
3263,96
3264,383
3265,374
3266,357
3267,5
3268,367
3269,38
3270,25
3271,378
3272,308
3273,392
3274,126
3275,34
3276,393
3277,112
3278,164
3279,164
3280,164
3281,164
3282,121
3283,394
3284,394
3285,55
3286,395
3287,252
3288,252
3289,230
3290,141
3291,201
3292,37
3293,37
3294,37
3295,20
3296,58
3297,258
3298,183
3299,121
3300,396
3301,58
3302,397
3303,87
3304,76
3305,76
3306,76
3307,76
3308,23
3309,23
3310,18
3311,57
3312,57
3313,57
3314,282
3315,133
3316,396
3317,9
3318,9
3319,310
3320,74
3321,141
3322,398
3323,225
3324,383
3325,275
3326,27
3327,41
3328,399
3329,239
3330,216
3331,216
3332,1
3333,1
3334,92
3335,81
3336,81
3337,106
3338,249
3339,400
3340,53
3341,167
3342,42
3343,91
3344,303
3345,185
3346,389
3347,116
3348,182
3349,182
3350,284
3351,364
3352,112
3353,307
3354,160
3355,111
3356,75
3357,18
3358,171
3359,16
3360,216
3361,97
3362,97
3363,68
3364,68
3365,116
3366,289
3367,401
3368,81
3369,297
3370,125
3371,294
3372,179
3373,10
3374,194
3375,40
3376,81
3377,221
3378,20
3379,66
3380,374
3381,69
3382,360
3383,242
3384,166
3385,58
3386,24
3387,56
3388,164
3389,41
3390,328
3391,246
3392,168
3393,392
3394,216
3395,216
3396,216
3397,105
3398,67
3399,268
3400,364
3401,53
3402,53
3403,13
3404,14
3405,126
3406,358
3407,377
3408,253
3409,3
3410,3
3411,53
3412,42
3413,27
3414,161
3415,169
3416,402
3417,92
3418,112
3419,16
3420,207
3421,270
3422,403
3423,404
3424,405
3425,181
3426,117
3427,198
3428,273
3429,229
3430,375
3431,251
3432,108
3433,27
3434,106
3435,72
3436,72
3437,90
3438,239
3439,191
3440,60
3441,43
3442,86
3443,86
3444,361
3445,74
3446,126
3447,207
3448,41
3449,41
3450,41
3451,360
3452,70
3453,41
3454,41
3455,180
3456,141
3457,310
3458,406
3459,176
3460,347
3461,217
3462,294
3463,153
3464,58
3465,42
3466,111
3467,176
3468,27
3469,17
3470,259
3471,407
3472,73
3473,106
3474,73
3475,213
3476,390
3477,79
3478,225
3479,78
3480,143
3481,254
3482,254
3483,146
3484,195
3485,128
3486,66
3487,155
3488,41
3489,283
3490,166
3491,191
3492,129
3493,82
3494,201
3495,87
3496,53
3497,92
3498,111
3499,41
3500,126
3501,239
3502,20
3503,51
3504,133
3505,287
3506,1
3507,50
3508,241
3509,103
3510,1
3511,329
3512,155
3513,61
3514,248
3515,184
3516,348
3517,141
3518,370
3519,310
3520,307
3521,161
3522,37
3523,280
3524,77
3525,73
3526,23
3527,41
3528,106
3529,117
3530,70
3531,157
3532,38
3533,81
3534,44
3535,197
3536,77
3537,1
3538,213
3539,310
3540,294
3541,408
3542,58
3543,181
3544,181
3545,409
3546,297
3547,162
3548,255
3549,399
3550,92
3551,31
3552,167
3553,387
3554,47
3555,167
3556,167
3557,390
3558,60
3559,243
3560,161
3561,78
3562,282
3563,221
3564,410
3565,61
3566,411
3567,411
3568,37
3569,104
3570,104
3571,219
3572,412
3573,182
3574,133
3575,413
3576,1
3577,60
3578,304
3579,18
3580,156
3581,131
3582,103
3583,363
3584,229
3585,294
3586,414
3587,415
3588,416
3589,113
3590,63
3591,107
3592,101
3593,290
3594,113
3595,417
3596,7
3597,70
3598,32
3599,81
3600,27
3601,102
3602,278
3603,58
3604,290
3605,96
3606,180
3607,180
3608,85
3609,236
3610,92
3611,418
3612,115
3613,88
3614,182
3615,64
3616,207
3617,285
3618,51
3619,218
3620,349
3621,185
3622,419
3623,368
3624,55
3625,303
3626,420
3627,21
3628,421
3629,400
3630,106
3631,154
3632,273
3633,422
3634,10
3635,4
3636,69
3637,128
3638,381
3639,371
3640,151
3641,106
3642,246
3643,360
3644,93
3645,58
3646,185
3647,161
3648,67
3649,175
3650,69
3651,53
3652,107
3653,384
3654,257
3655,180
3656,103
3657,72
3658,374
3659,201
3660,223
3661,69
3662,38
3663,128
3664,151
3665,197
3666,44
3667,99
3668,176
3669,310
3670,374
3671,177
3672,286
3673,170
3674,78
3675,363
3676,56
3677,53
3678,155
3679,370
3680,137
3681,155
3682,109
3683,94
3684,94
3685,94
3686,223
3687,266
3688,44
3689,394
3690,53
3691,140
3692,44
3693,100
3694,81
3695,122
3696,369
3697,320
3698,399
3699,399
3700,107
3701,69
3702,56
3703,166
3704,200
3705,327
3706,58
3707,387
3708,387
3709,92
3710,92
3711,91
3712,209
3713,81
3714,7
3715,182
3716,238
3717,79
3718,27
3719,322
3720,9
3721,111
3722,12
3723,90
3724,90
3725,90
3726,400
3727,121
3728,179
3729,111
3730,147
3731,51
3732,42
3733,74
3734,37
3735,423
3736,23
3737,158
3738,275
3739,309
3740,133
3741,82
3742,344
3743,50
3744,58
3745,310
3746,216
3747,85
3748,193
3749,153
3750,42
3751,47
3752,159
3753,392
3754,56
3755,181
3756,15
3757,89
3758,82
3759,167
3760,116
3761,102
3762,36
3763,166
3764,31
3765,58
3766,106
3767,126
3768,53
3769,7
3770,141
3771,133
3772,22
3773,22
3774,176
3775,63
3776,106
3777,310
3778,194
3779,69
3780,208
3781,262
3782,106
3783,32
3784,32
3785,128
3786,136
3787,22
3788,164
3789,76
3790,24
3791,222
3792,15
3793,424
3794,138
3795,425
3796,154
3797,320
3798,132
3799,426
3800,328
3801,53
3802,53
3803,136
3804,56
3805,56
3806,78
3807,183
3808,20
3809,26
3810,111
3811,69
3812,207
3813,186
3814,389
3815,282
3816,227
3817,51
3818,239
3819,427
3820,22
3821,92
3822,144
3823,105
3824,420
3825,159
3826,34
3827,79
3828,171
3829,64
3830,428
3831,410
3832,58
3833,407
3834,23
3835,54
3836,125
3837,53
3838,53
3839,31
3840,177
3841,126
3842,214
3843,44
3844,112
3845,27
3846,125
3847,58
3848,74
3849,56
3850,116
3851,61
3852,273
3853,57
3854,429
3855,167
3856,395
3857,75
3858,154
3859,127
3860,35
3861,148
3862,158
3863,74
3864,92
3865,73
3866,1
3867,95
3868,430
3869,37
3870,190
3871,187
3872,61
3873,361
3874,53
3875,22
3876,27
3877,144
3878,203
3879,182
3880,249
3881,167
3882,208
3883,276
3884,431
3885,37
3886,91
3887,125
3888,265
3889,102
3890,44
3891,100
3892,81
3893,108
3894,113
3895,135
3896,87
3897,315
3898,199
3899,376
3900,69
3901,69
3902,53
3903,58
3904,37
3905,47
3906,208
3907,82
3908,208
3909,1
3910,216
3911,216
3912,69
3913,20
3914,94
3915,6
3916,248
3917,248
3918,173
3919,69
3920,158
3921,376
3922,103
3923,175
3924,219
3925,56
3926,56
3927,275
3928,391
3929,121
3930,140
3931,14
3932,228
3933,183
3934,207
3935,106
3936,170
3937,432
3938,177
3939,433
3940,18
3941,198
3942,90
3943,378
3944,220
3945,352
3946,1
3947,155
3948,14
3949,152
3950,10
3951,18
3952,23
3953,47
3954,23
3955,73
3956,382
3957,434
3958,69
3959,116
3960,135
3961,207
3962,374
3963,389
3964,392
3965,92
3966,251
3967,122
3968,239
3969,95
3970,58
3971,384
3972,332
3973,208
3974,18
3975,18
3976,435
3977,85
3978,64
3979,53
3980,436
3981,59
3982,82
3983,276
3984,359
3985,103
3986,367
3987,437
3988,421
3989,144
3990,438
3991,52
3992,52
3993,52
3994,126
3995,137
3996,43
3997,370
3998,370
3999,170
4000,56
4001,50
4002,340
4003,91
4004,361
4005,65
4006,439
4007,201
4008,440
4009,155
4010,16
4011,367
4012,441
4013,180
4014,180
4015,133
4016,133
4017,133
4018,384
4019,389
4020,115
4021,442
4022,63
4023,253
4024,140
4025,260
4026,266
4027,27
4028,185
4029,211
4030,48
4031,41
4032,226
4033,167
4034,18
4035,96
4036,53
4037,236
4038,392
4039,378
4040,230
4041,168
4042,14
4043,76
4044,14
4045,443
4046,260
4047,260
4048,30
4049,70
4050,53
4051,309
4052,111
4053,183
4054,159
4055,56
4056,16
4057,4
4058,81
4059,97
4060,423
4061,423
4062,73
4063,301
4064,330
4065,387
4066,32
4067,180
4068,81
4069,276
4070,285
4071,442
4072,12
4073,122
4074,181
4075,204
4076,146
4077,106
4078,63
4079,85
4080,77
4081,77
4082,135
4083,194
4084,146
4085,42
4086,216
4087,56
4088,444
4089,444
4090,229
4091,106
4092,213
4093,359
4094,78
4095,52
4096,5
4097,123
4098,41
4099,343
4100,343
4101,330
4102,270
4103,252
4104,63
4105,106
4106,15
4107,250
4108,445
4109,328
4110,56
4111,89
4112,89
4113,81
4114,52
4115,330
4116,212
4117,53
4118,189
4119,361
4120,280
4121,446
4122,399
4123,399
4124,53
4125,180
4126,106
4127,47
4128,295
4129,24
4130,230
4131,321
4132,378
4133,43
4134,117
4135,81
4136,56
4137,129
4138,2
4139,48
4140,94
4141,20
4142,276
4143,103
4144,225
4145,263
4146,263
4147,263
4148,186
4149,108
4150,27
4151,359
4152,329
4153,320
4154,157
4155,361
4156,361
4157,207
4158,138
4159,155
4160,15
4161,207
4162,358
4163,61
4164,61
4165,139
4166,59
4167,53
4168,42
4169,72
4170,81
4171,80
4172,91
4173,175
4174,116
4175,116
4176,422
4177,422
4178,193
4179,395
4180,395
4181,318
4182,447
4183,81
4184,41
4185,72
4186,56
4187,32
4188,198
4189,69
4190,292
4191,367
4192,56
4193,213
4194,70
4195,302
4196,290
4197,313
4198,15
4199,78
4200,239
4201,336
4202,117
4203,322
4204,360
4205,57
4206,378
4207,306
4208,171
4209,167
4210,164
4211,225
4212,15
4213,112
4214,112
4215,15
4216,448
4217,121
4218,14
4219,399
4220,35
4221,182
4222,24
4223,27
4224,3
4225,3
4226,3
4227,394
4228,149
4229,134
4230,134
4231,27
4232,88
4233,37
4234,303
4235,116
4236,121
4237,73
4238,167
4239,135
4240,135
4241,135
4242,137
4243,214
4244,41
4245,266
4246,449
4247,125
4248,408
4249,408
4250,408
4251,14
4252,186
4253,207
4254,34
4255,217
4256,58
4257,236
4258,183
4259,378
4260,72
4261,261
4262,106
4263,106
4264,57
4265,363
4266,81
4267,367
4268,400
4269,219
4270,61
4271,394
4272,27
4273,58
4274,31
4275,108
4276,211
4277,168
4278,450
4279,119
4280,16
4281,43
4282,260
4283,297
4284,370
4285,39
4286,247
4287,27
4288,21
4289,289
4290,188
4291,106
4292,137
4293,42
4294,32
4295,225
4296,15
4297,390
4298,139
4299,24
4300,451
4301,177
4302,144
4303,244
4304,51
4305,112
4306,106
4307,369
4308,223
4309,60
4310,92
4311,98
4312,399
4313,359
4314,57
4315,42
4316,181
4317,169
4318,73
4319,452
4320,62
4321,226
4322,53
4323,413
4324,76
4325,154
4326,134
4327,248
4328,95
4329,144
4330,453
4331,37
4332,47
4333,141
4334,231
4335,7
4336,85
4337,19
4338,58
4339,339
4340,143
4341,51
4342,74
4343,64
4344,190
4345,115
4346,18
4347,343
4348,343
4349,92
4350,394
4351,67
4352,276
4353,144
4354,454
4355,454
4356,43
4357,164
4358,164
4359,50
4360,56
4361,25
4362,48
4363,198
4364,167
4365,82
4366,159
4367,159
4368,159
4369,367
4370,367
4371,455
4372,63
4373,31
4374,410
4375,285
4376,20
4377,20
4378,50
4379,209
4380,260
4381,62
4382,41
4383,14
4384,82
4385,58
4386,94
4387,151
4388,34
4389,132
4390,129
4391,417
4392,51
4393,160
4394,121
4395,225
4396,35
4397,95
4398,1
4399,282
4400,129
4401,50
4402,115
4403,426
4404,358
4405,456
4406,27
4407,171
4408,157
4409,157
4410,109
4411,378
4412,104
4413,71
4414,155
4415,276
4416,1
4417,62
4418,220
4419,216
4420,92
4421,247
4422,170
4423,56
4424,276
4425,264
4426,294
4427,53
4428,147
4429,116
4430,83
4431,155
4432,186
4433,70
4434,9
4435,9
4436,151
4437,16
4438,191
4439,191
4440,148
4441,148
4442,58
4443,310
4444,185
4445,92
4446,53
4447,53
4448,53
4449,116
4450,429
4451,134
4452,56
4453,399
4454,1
4455,1
4456,346
4457,81
4458,81
4459,81
4460,181
4461,259
4462,144
4463,129
4464,312
4465,312
4466,106
4467,370
4468,425
4469,61
4470,92
4471,367
4472,290
4473,110
4474,80
4475,31
4476,374
4477,214
4478,53
4479,213
4480,63
4481,98
4482,103
4483,103
4484,420
4485,420
4486,4
4487,92
4488,66
4489,66
4490,14
4491,175
4492,350
4493,162
4494,18
4495,182
4496,165
4497,27
4498,125
4499,38
4500,256
4501,180
4502,65
4503,181
4504,290
4505,442
4506,328
4507,328
4508,444
4509,457
4510,338
4511,425
4512,100
4513,275
4514,82
4515,89
4516,74
4517,129
4518,56
4519,86
4520,408
4521,251
4522,70
4523,167
4524,73
4525,81
4526,81
4527,81
4528,81
4529,387
4530,73
4531,107
4532,107
4533,430
4534,80
4535,283
4536,218
4537,166
4538,115
4539,31
4540,50
4541,137
4542,36
4543,65
4544,10
4545,106
4546,7
4547,46
4548,384
4549,161
4550,161
4551,70
4552,282
4553,56
4554,76
4555,130
4556,31
4557,44
4558,42
4559,399
4560,58
4561,94
4562,345
4563,54
4564,133
4565,8
4566,81
4567,95
4568,64
4569,5
4570,458
4571,371
4572,65
4573,191
4574,47
4575,210
4576,55
4577,370
4578,141
4579,94
4580,253
4581,24
4582,204
4583,204
4584,31
4585,31
4586,378
4587,41
4588,187
4589,106
4590,118
4591,96
4592,66
4593,11
4594,48
4595,152
4596,371
4597,58
4598,27
4599,53
4600,53
4601,116
4602,70
4603,250
4604,375
4605,375
4606,74
4607,422
4608,398
4609,207
4610,304
4611,233
4612,233
4613,69
4614,88
4615,20
4616,11
4617,396
4618,112
4619,126
4620,126
4621,60
4622,196
4623,384
4624,27
4625,27
4626,167
4627,167
4628,167
4629,167
4630,444
4631,135
4632,27
4633,258
4634,233
4635,27
4636,27
4637,16
4638,11
4639,94
4640,194
4641,44
4642,50
4643,44
4644,361
4645,181
4646,21
4647,58
4648,126
4649,31
4650,210
4651,38
4652,44
4653,439
4654,292
4655,81
4656,442
4657,106
4658,161
4659,37
4660,425
4661,39
4662,30
4663,166
4664,208
4665,358
4666,231
4667,75
4668,173
4669,409
4670,409
4671,119
4672,119
4673,358
4674,358
4675,367
4676,271
4677,212
4678,14
4679,116
4680,153
4681,217
4682,217
4683,106
4684,53
4685,95
4686,164
4687,27
4688,329
4689,50
4690,31
4691,270
4692,59
4693,59
4694,157
4695,157
4696,417
4697,23
4698,18
4699,105
4700,21
4701,236
4702,18
4703,41
4704,191
4705,321
4706,412
4707,177
4708,459
4709,15
4710,75
4711,239
4712,239
4713,75
4714,218
4715,218
4716,276
4717,460
4718,36
4719,421
4720,421
4721,257
4722,78
4723,78
4724,78
4725,159
4726,199
4727,306
4728,190
4729,378
4730,435
4731,50
4732,53
4733,367
4734,181
4735,161
4736,69
4737,190
4738,154
4739,167
4740,409
4741,95
4742,442
4743,230
4744,163
4745,217
4746,167
4747,60
4748,60
4749,81
4750,83
4751,81
4752,95
4753,461
4754,462
4755,65
4756,328
4757,328
4758,22
4759,182
4760,106
4761,143
4762,24
4763,27
4764,138
4765,82
4766,82
4767,370
4768,156
4769,156
4770,235
4771,15
4772,15
4773,58
4774,58
4775,50
4776,27
4777,463
4778,220
4779,241
4780,96
4781,31
4782,44
4783,44
4784,154
4785,207
4786,37
4787,104
4788,7
4789,259
4790,137
4791,209
4792,85
4793,135
4794,53
4795,164
4796,321
4797,53
4798,442
4799,16
4800,371
4801,265
4802,58
4803,72
4804,50
4805,460
4806,226
4807,115
4808,23
4809,56
4810,173
4811,430
4812,430
4813,358
4814,94
4815,173
4816,132
4817,211
4818,53
4819,174
4820,199
4821,251
4822,261
4823,88
4824,216
4825,231
4826,394
4827,92
4828,92
4829,343
4830,336
4831,367
4832,181
4833,201
4834,134
4835,58
4836,70
4837,150
4838,464
4839,181
4840,158
4841,81
4842,42
4843,81
4844,48
4845,465
4846,160
4847,251
4848,135
4849,37
4850,408
4851,396
4852,298
4853,359
4854,81
4855,406
4856,144
4857,121
4858,194
4859,306
4860,65
4861,121
4862,466
4863,214
4864,194
4865,58
4866,467
4867,467
4868,53
4869,234
4870,468
4871,24
4872,318
4873,58
4874,18
4875,18
4876,253
4877,102
4878,66
4879,89
4880,251
4881,175
4882,62
4883,70
4884,254
4885,56
4886,37
4887,112
4888,38
4889,350
4890,155
4891,106
4892,39
4893,167
4894,71
4895,114
4896,155
4897,43
4898,469
4899,44
4900,117
4901,73
4902,80
4903,243
4904,18
4905,134
4906,307
4907,121
4908,265
4909,206
4910,81
4911,169
4912,227
4913,83
4914,20
4915,188
4916,141
4917,83
4918,107
4919,107
4920,180
4921,290
4922,273
4923,71
4924,24
4925,215
4926,171
4927,470
4928,470
4929,76
4930,15
4931,89
4932,5
4933,195
4934,133
4935,195
4936,98
4937,429
4938,414
4939,282
4940,440
4941,199
4942,155
4943,207
4944,62
4945,144
4946,58
4947,147
4948,249
4949,273
4950,273
4951,141
4952,141
4953,166
4954,200
4955,471
4956,126
4957,155
4958,376
4959,85
4960,85
4961,85
4962,85
4963,201
4964,358
4965,115
4966,72
4967,356
4968,355
4969,252
4970,328
4971,348
4972,117
4973,7
4974,85
4975,115
4976,308
4977,367
4978,102
4979,225
4980,334
4981,94
4982,166
4983,129
4984,73
4985,272
4986,68
4987,117
4988,15
4989,298
4990,161
4991,472
4992,112
4993,112
4994,157
4995,128
4996,16
4997,204
4998,41
4999,200
5000,33
5001,150
5002,150
5003,129
5004,61
5005,86
5006,86
5007,86
5008,194
5009,65
5010,393
5011,53
5012,378
5013,399
5014,105
5015,336
5016,246
5017,130
5018,66
5019,56
5020,60
5021,181
5022,234
5023,12
5024,283
5025,76
5026,141
5027,201
5028,449
5029,58
5030,286
5031,327
5032,51
5033,234
5034,83
5035,375
5036,134
5037,147
5038,19
5039,94
5040,185
5041,148
5042,155
5043,63
5044,155
5045,63
5046,179
5047,227
5048,227
5049,241
5050,419
5051,419
5052,37
5053,41
5054,125
5055,394
5056,307
5057,252
5058,376
5059,376
5060,243
5061,194
5062,167
5063,19
5064,65
5065,150
5066,150
5067,50
5068,358
5069,135
5070,422
5071,41
5072,336
5073,22
5074,68
5075,238
5076,238
5077,238
5078,141
5079,264
5080,473
5081,276
5082,276
5083,182
5084,244
5085,328
5086,264
5087,219
5088,220
5089,402
5090,230
5091,51
5092,112
5093,79
5094,221
5095,330
5096,474
5097,250
5098,171
5099,216
5100,221
5101,330
5102,121
5103,107
5104,107
5105,24
5106,100
5107,236
5108,316
5109,387
5110,387
5111,41
5112,24
5113,123
5114,241
5115,346
5116,346
5117,346
5118,346
5119,346
5120,73
5121,303
5122,87
5123,130
5124,15
5125,115
5126,102
5127,219
5128,82
5129,12
5130,177
5131,208
5132,12
5133,432
5134,226
5135,143
5136,283
5137,5
5138,243
5139,294
5140,95
5141,218
5142,475
5143,392
5144,66
5145,284
5146,264
5147,264
5148,207
5149,407
5150,404
5151,423
5152,257
5153,176
5154,181
5155,74
5156,279
5157,425
5158,2
5159,2
5160,252
5161,79
5162,72
5163,113
5164,95
5165,176
5166,328
5167,312
5168,83
5169,63
5170,276
5171,29
5172,476
5173,65
5174,37
5175,5
5176,100
5177,166
5178,181
5179,24
5180,143
5181,290
5182,28
5183,180
5184,14
5185,14
5186,226
5187,173
5188,60
5189,405
5190,234
5191,302
5192,32
5193,122
5194,24
5195,477
5196,58
5197,94
5198,289
5199,289
5200,289
5201,119
5202,433
5203,106
5204,189
5205,262
5206,285
5207,29
5208,88
5209,88
5210,88
5211,172
5212,260
5213,20
5214,164
5215,134
5216,76
5217,80
5218,119
5219,270
5220,344
5221,241
5222,27
5223,27
5224,155
5225,176
5226,2
5227,111
5228,103
5229,108
5230,439
5231,65
5232,56
5233,19
5234,170
5235,192
5236,24
5237,167
5238,44
5239,119
5240,138
5241,32
5242,419
5243,99
5244,398
5245,56
5246,80
5247,181
5248,6
5249,6
5250,111
5251,33
5252,42
5253,389
5254,42
5255,188
5256,164
5257,69
5258,422
5259,32
5260,366
5261,449
5262,107
5263,183
5264,236
5265,220
5266,14
5267,103
5268,61
5269,83
5270,47
5271,20
5272,135
5273,102
5274,114
5275,167
5276,176
5277,367
5278,81
5279,65
5280,123
5281,85
5282,44
5283,44
5284,185
5285,478
5286,199
5287,81
5288,155
5289,295
5290,121
5291,94
5292,238
5293,141
5294,128
5295,368
5296,368
5297,134
5298,73
5299,262
5300,82
5301,219
5302,29
5303,58
5304,74
5305,74
5306,110
5307,151
5308,6
5309,98
5310,105
5311,26
5312,45
5313,103
5314,21
5315,159
5316,79
5317,56
5318,56
5319,1
5320,183
5321,222
5322,81
5323,95
5324,100
5325,238
5326,286
5327,2
5328,53
5329,106
5330,141
5331,181
5332,181
5333,55
5334,126
5335,108
5336,252
5337,14
5338,14
5339,177
5340,155
5341,41
5342,186
5343,218
5344,207
5345,162
5346,108
5347,181
5348,378
5349,121
5350,43
5351,357
5352,229
5353,219
5354,219
5355,24
5356,408
5357,155
5358,94
5359,180
5360,226
5361,56
5362,74
5363,58
5364,58
5365,95
5366,2
5367,98
5368,58
5369,476
5370,399
5371,399
5372,239
5373,167
5374,204
5375,231
5376,63
5377,214
5378,135
5379,98
5380,58
5381,37
5382,479
5383,194
5384,42
5385,14
5386,44
5387,138
5388,170
5389,290
5390,94
5391,74
5392,53
5393,431
5394,219
5395,204
5396,204
5397,276
5398,61
5399,85
5400,154
5401,480
5402,19
5403,133
5404,98
5405,105
5406,64
5407,76
5408,117
5409,453
5410,280
5411,106
5412,321
5413,106
5414,176
5415,238
5416,119
5417,179
5418,52
5419,481
5420,126
5421,194
5422,194
5423,170
5424,170
5425,457
5426,235
5427,235
5428,14
5429,320
5430,369
5431,369
5432,90
5433,41
5434,54
5435,87
5436,161
5437,161
5438,53
5439,67
5440,11
5441,176
5442,376
5443,419
5444,2
5445,14
5446,139
5447,351
5448,67
5449,167
5450,92
5451,82
5452,61
5453,370
5454,177
5455,7
5456,41
5457,144
5458,118
5459,118
5460,428
5461,224
5462,58
5463,29
5464,266
5465,58
5466,384
5467,78
5468,130
5469,165
5470,129
5471,337
5472,358
5473,307
5474,57
5475,117
5476,81
5477,116
5478,14
5479,4
5480,149
5481,87
5482,92
5483,147
5484,468
5485,363
5486,56
5487,267
5488,94
5489,164
5490,256
5491,150
5492,355
5493,304
5494,53
5495,150
5496,328
5497,53
5498,117
5499,208
5500,259
5501,21
5502,65
5503,403
5504,152
5505,180
5506,384
5507,19
5508,20
5509,221
5510,294
5511,58
5512,449
5513,32
5514,18
5515,106
5516,408
5517,374
5518,42
5519,75
5520,152
5521,44
5522,44
5523,58
5524,212
5525,327
5526,333
5527,102
5528,126
5529,126
5530,482
5531,388
5532,103
5533,141
5534,351
5535,364
5536,226
5537,439
5538,50
5539,20
5540,332
5541,47
5542,10
5543,10
5544,87
5545,152
5546,7
5547,69
5548,24
5549,225
5550,161
5551,324
5552,324
5553,42
5554,66
5555,220
5556,183
5557,422
5558,98
5559,117
5560,396
5561,364
5562,15
5563,42
5564,14
5565,425
5566,389
5567,94
5568,378
5569,219
5570,74
5571,290
5572,37
5573,101
5574,101
5575,116
5576,327
5577,132
5578,172
5579,5
5580,56
5581,367
5582,158
5583,166
5584,189
5585,66
5586,157
5587,376
5588,75
5589,75
5590,26
5591,226
5592,153
5593,58
5594,61
5595,83
5596,294
5597,91
5598,483
5599,151
5600,368
5601,25
5602,166
5603,317
5604,241
5605,58
5606,22
5607,164
5608,135
5609,342
5610,401
5611,161
5612,37
5613,76
5614,88
5615,88
5616,374
5617,53
5618,44
5619,167
5620,131
5621,85
5622,144
5623,74
5624,66
5625,252
5626,219
5627,181
5628,181
5629,106
5630,256
5631,76
5632,304
5633,451
5634,20
5635,37
5636,366
5637,109
5638,484
5639,85
5640,434
5641,195
5642,207
5643,239
5644,250
5645,464
5646,227
5647,117
5648,176
5649,315
5650,264
5651,5
5652,371
5653,220
5654,485
5655,247
5656,213
5657,125
5658,57
5659,95
5660,15
5661,15
5662,10
5663,44
5664,449
5665,12
5666,356
5667,189
5668,19
5669,202
5670,258
5671,398
5672,53
5673,277
5674,167
5675,471
5676,161
5677,161
5678,394
5679,408
5680,198
5681,375
5682,141
5683,252
5684,113
5685,358
5686,424
5687,377
5688,55
5689,94
5690,13
5691,161
5692,69
5693,253
5694,213
5695,110
5696,130
5697,235
5698,94
5699,388
5700,167
5701,95
5702,320
5703,56
5704,56
5705,56
5706,141
5707,361
5708,164
5709,165
5710,81
5711,43
5712,419
5713,378
5714,15
5715,78
5716,190
5717,336
5718,310
5719,126
5720,209
5721,220
5722,102
5723,216
5724,330
5725,143
5726,286
5727,272
5728,122
5729,48
5730,48
5731,425
5732,226
5733,409
5734,409
5735,82
5736,276
5737,155
5738,1
5739,363
5740,409
5741,235
5742,69
5743,116
5744,44
5745,140
5746,469
5747,154
5748,282
5749,282
5750,282
5751,41
5752,135
5753,376
5754,181
5755,339
5756,42
5757,465
5758,214
5759,192
5760,13
5761,155
5762,155
5763,125
5764,70
5765,327
5766,56
5767,56
5768,10
5769,176
5770,214
5771,71
5772,155
5773,155
5774,27
5775,33
5776,49
5777,474
5778,244
5779,97
5780,171
5781,452
5782,390
5783,116
5784,262
5785,181
5786,135
5787,478
5788,85
5789,212
5790,416
5791,58
